order_no,customer_id,order_date,status,channel,payment_method,total_amount_krw 
1003620,200492,2025-10-31,반품,영업사원,카드,116684680
1003621,200579,2024-06-28,취소,영업사원,현금,65195490
1003622,200353,2023-07-19,배송완료,전화,계좌이체,107512700
1003623,200014,2023-09-03,배송완료,전화,여신,92436750
1003624,200925,2025-05-17,결제완료,영업사원,카드,5712300
1003625,201209,2025-11-20,배송완료,온라인,현금,111471555
1003626,200445,2025-04-21,배송완료,전화,현금,85791585
1003627,200513,2024-12-13,결제완료,매장,카드,151093530
1003628,201333,2025-11-03,배송중,영업사원,여신,5236600
1003629,201570,2025-12-02,배송완료,영업사원,여신,108411530
1003630,201563,2024-10-01,반품,영업사원,계좌이체,32025070
1003631,201802,2023-09-23,배송완료,전화,여신,11683675
1003632,201112,2025-04-28,배송완료,영업사원,계좌이체,91255430
1003633,200874,2023-02-27,배송완료,전화,여신,15327000
1003634,200169,2025-01-03,취소,영업사원,계좌이체,110113490
1003635,201415,2023-11-21,배송완료,영업사원,카드,61732240
1003636,201996,2023-12-03,배송완료,온라인,카드,87739400
1003637,200873,2023-10-02,배송완료,영업사원,여신,110964785
1003638,200954,2023-09-02,배송완료,매장,카드,13826340
1003639,201217,2025-04-02,배송완료,전화,현금,98754525
1003640,200076,2023-09-25,배송완료,전화,여신,9676400
1003641,200578,2024-03-10,배송완료,전화,현금,61268000
1003642,201892,2024-01-02,배송완료,온라인,현금,97063945
1003643,201986,2024-12-02,반품,매장,계좌이체,45023100
1003644,201001,2024-02-22,배송완료,전화,현금,29201440
1003645,200587,2023-05-04,결제완료,전화,카드,58165400
1003646,201171,2023-09-19,배송완료,매장,카드,74941575
1003647,201618,2024-10-03,배송완료,매장,계좌이체,49372020
1003648,200723,2025-04-10,배송완료,영업사원,현금,41998660
1003649,200534,2025-01-21,취소,전화,현금,66341275
1003650,200991,2024-12-24,배송완료,온라인,현금,74819190
1003651,201749,2025-04-06,배송중,온라인,여신,45444960
1003652,201642,2024-11-04,취소,온라인,여신,100274900
1003653,200139,2025-01-15,배송완료,영업사원,카드,53565700
1003654,201616,2024-08-19,배송완료,영업사원,카드,71159960
1003655,201821,2025-05-03,반품,매장,카드,28090550
1003656,200111,2023-10-18,주문접수,온라인,현금,104733945
1003657,200967,2023-01-09,반품,매장,계좌이체,18131010
1003658,200826,2025-03-05,배송중,매장,카드,11521700
1003659,200516,2025-11-09,주문접수,온라인,계좌이체,66256320
1003660,200246,2025-03-11,결제완료,매장,현금,100740370
1003661,200679,2023-09-13,배송중,매장,계좌이체,46657840
1003662,201268,2024-01-10,결제완료,전화,카드,42953690
1003663,201633,2024-11-18,결제완료,영업사원,카드,95328550
1003664,201632,2023-11-20,결제완료,영업사원,여신,99016000
1003665,201054,2025-05-11,배송완료,전화,여신,27514980
1003666,201243,2024-07-31,배송완료,전화,계좌이체,72553915
1003667,200924,2023-10-29,배송완료,온라인,현금,72224500
1003668,201330,2024-05-10,배송완료,전화,현금,17390600
1003669,200483,2024-09-30,결제완료,온라인,현금,13030200
1003670,200484,2025-11-05,반품,매장,여신,98589645
1003671,201714,2024-03-31,취소,온라인,현금,70366865
1003672,201367,2024-09-06,결제완료,전화,여신,87862065
1003673,201298,2023-11-27,배송완료,온라인,현금,32016400
1003674,200082,2023-04-30,반품,전화,여신,74075930
1003675,201183,2025-06-23,배송완료,온라인,여신,15370600
1003676,200613,2024-03-15,결제완료,영업사원,계좌이체,76008020
1003677,201576,2025-10-02,결제완료,영업사원,현금,70612860
1003678,201421,2024-12-11,주문접수,영업사원,현금,138200780
1003679,200823,2023-12-31,배송완료,온라인,카드,59040310
1003680,200372,2025-10-27,결제완료,온라인,계좌이체,74121930
1003681,200893,2024-10-01,결제완료,온라인,계좌이체,23181300
1003682,200348,2025-06-01,배송완료,온라인,계좌이체,158693995
1003683,200456,2023-02-05,배송완료,온라인,카드,16758500
1003684,201105,2023-08-08,취소,온라인,카드,35606630
1003685,201290,2023-10-18,배송완료,매장,카드,61985945
1003686,200124,2023-06-08,배송완료,온라인,카드,43070580
1003687,201245,2025-08-03,배송완료,전화,카드,97647910
1003688,201719,2023-06-05,배송완료,매장,여신,61607130
1003689,200958,2023-03-27,배송완료,온라인,여신,23870400
1003690,201263,2023-07-13,배송완료,전화,카드,11530800
1003691,200621,2023-09-08,배송완료,온라인,계좌이체,104220840
1003692,200958,2024-11-18,취소,매장,현금,66180560
1003693,200976,2024-11-22,배송완료,전화,현금,80819375
1003694,201037,2023-05-30,배송완료,영업사원,여신,57761200
1003695,201838,2025-06-06,취소,매장,현금,13899380
1003696,200480,2025-03-10,배송완료,온라인,카드,75522670
1003697,201683,2025-12-02,배송완료,온라인,현금,46501130
1003698,200613,2024-09-18,배송완료,온라인,계좌이체,126534035
1003699,201095,2024-04-22,배송완료,매장,현금,122968900
1003700,201093,2025-04-22,배송완료,영업사원,여신,64929370
1003701,201364,2025-12-10,배송중,온라인,여신,108669295
1003702,201934,2024-01-18,배송중,영업사원,여신,31492215
1003703,200008,2024-11-15,취소,온라인,계좌이체,25569360
1003704,201669,2025-01-14,결제완료,매장,여신,17689010
1003705,201308,2024-06-23,배송완료,온라인,계좌이체,4265280
1003706,200550,2023-09-05,배송완료,매장,여신,35310000
1003707,201168,2025-06-20,결제완료,매장,계좌이체,3485700
1003708,201557,2023-04-25,배송완료,매장,계좌이체,168445945
1003709,200169,2024-05-23,결제완료,영업사원,카드,14205270
1003710,200663,2023-03-05,배송완료,온라인,카드,89214000
1003711,200294,2023-03-12,배송완료,영업사원,계좌이체,21402700
1003712,200099,2025-09-17,배송중,영업사원,계좌이체,140029330
1003713,200753,2023-02-02,주문접수,매장,계좌이체,124248515
1003714,200245,2024-12-10,배송완료,영업사원,계좌이체,45230400
1003715,200161,2024-04-12,배송완료,영업사원,현금,80027120
1003716,201039,2025-11-04,배송완료,온라인,여신,29563060
1003717,200705,2024-06-27,배송중,매장,현금,80455540
1003718,201409,2024-10-02,배송중,영업사원,카드,20965930
1003719,201001,2024-10-04,주문접수,영업사원,계좌이체,16912910
1003720,200331,2023-05-05,배송완료,영업사원,카드,60278900
1003721,200217,2023-09-08,배송완료,영업사원,카드,91740045
1003722,201953,2024-03-24,배송완료,전화,현금,167884680
1003723,200405,2023-06-12,취소,영업사원,카드,28690400
1003724,201417,2023-01-20,배송완료,전화,계좌이체,20119700
1003725,201304,2023-06-21,배송중,영업사원,현금,45208500
1003726,200744,2025-04-29,배송완료,매장,현금,1755420
1003727,201246,2025-07-01,배송완료,온라인,계좌이체,35996200
1003728,201194,2025-02-14,배송완료,매장,여신,20830070
1003729,200887,2025-09-21,결제완료,온라인,계좌이체,4599225
1003730,201939,2025-01-19,배송완료,전화,계좌이체,70868480
1003731,201013,2024-02-26,배송완료,전화,여신,100504300
1003732,201107,2024-06-02,배송완료,영업사원,카드,91574090
1003733,200789,2024-08-10,배송완료,매장,현금,86264900
1003734,201010,2023-03-24,취소,온라인,계좌이체,105143830
1003735,200102,2023-03-16,배송완료,온라인,여신,54106200
1003736,201622,2024-01-07,배송완료,영업사원,현금,35845875
1003737,200406,2023-09-18,반품,온라인,현금,127161890
1003738,201051,2024-01-11,배송완료,전화,여신,25677250
1003739,200926,2023-04-04,결제완료,영업사원,계좌이체,69556215
1003740,201021,2023-01-10,취소,전화,카드,63496200
1003741,200704,2024-07-31,배송완료,온라인,현금,49079960
1003742,201213,2024-05-02,배송완료,매장,계좌이체,100416515
1003743,201722,2023-12-11,배송중,온라인,여신,19733040
1003744,200570,2023-04-03,배송완료,영업사원,여신,79901040
1003745,200085,2024-03-12,배송완료,영업사원,현금,93087000
1003746,201910,2025-09-07,배송완료,영업사원,카드,52909600
1003747,201584,2024-03-20,배송완료,전화,계좌이체,61627500
1003748,200626,2024-07-11,결제완료,온라인,카드,37311000
1003749,201497,2025-11-21,결제완료,전화,계좌이체,52334860
1003750,200282,2025-11-16,결제완료,전화,카드,44745900
1003751,201675,2023-02-24,주문접수,전화,현금,122688825
1003752,201502,2024-09-18,배송완료,매장,계좌이체,115619625
1003753,200994,2024-12-23,배송완료,영업사원,현금,87246440
1003754,200442,2023-08-22,배송완료,온라인,여신,91113740
1003755,200192,2025-01-10,배송중,매장,계좌이체,49942800
1003756,200476,2025-01-19,배송완료,매장,현금,54165660
1003757,200171,2023-06-09,취소,매장,여신,83924365
1003758,201587,2023-03-22,반품,온라인,여신,76762560
1003759,201653,2024-08-04,배송완료,전화,카드,130029240
1003760,200177,2023-02-06,배송완료,영업사원,현금,125722785
1003761,201738,2025-10-22,결제완료,온라인,여신,1097000
1003762,201714,2024-10-23,결제완료,온라인,카드,23350590
1003763,201355,2025-02-11,배송완료,영업사원,현금,29342500
1003764,201698,2024-05-31,취소,매장,여신,36983700
1003765,201198,2023-02-08,배송완료,온라인,계좌이체,10555450
1003766,200384,2023-11-25,배송완료,전화,계좌이체,59408370
1003767,201870,2023-06-15,배송완료,매장,카드,87373280
1003768,201562,2023-11-26,배송중,매장,계좌이체,1525500
1003769,201511,2025-05-12,배송완료,영업사원,계좌이체,7987800
1003770,201529,2024-02-28,결제완료,온라인,현금,16744200
1003771,201551,2023-07-23,배송완료,매장,카드,114562920
1003772,201192,2025-06-15,결제완료,온라인,현금,71455905
1003773,200286,2023-10-03,취소,영업사원,여신,37024300
1003774,201662,2023-11-09,배송완료,전화,현금,46970285
1003775,201676,2024-06-15,배송완료,매장,여신,20009000
1003776,200019,2023-05-31,배송완료,매장,현금,82810885
1003777,200986,2025-02-01,배송완료,온라인,카드,102692690
1003778,200295,2024-10-20,주문접수,매장,계좌이체,45055875
1003779,201689,2024-08-20,취소,전화,현금,43825300
1003780,201952,2023-10-17,배송완료,전화,여신,10942100
1003781,200926,2025-05-12,배송완료,전화,계좌이체,46447700
1003782,201264,2025-11-14,취소,영업사원,현금,20744200
1003783,200799,2025-06-03,반품,영업사원,현금,355300
1003784,201522,2024-12-08,배송완료,영업사원,카드,6011880
1003785,200302,2024-07-28,배송완료,매장,여신,138014595
1003786,200753,2023-03-24,배송완료,전화,계좌이체,53282295
1003787,200681,2024-08-18,주문접수,영업사원,여신,51092575
1003788,201048,2024-05-21,배송완료,전화,계좌이체,56530200
1003789,201797,2023-04-05,반품,매장,여신,58959670
1003790,201629,2025-10-10,배송완료,온라인,카드,87410930
1003791,200267,2023-07-02,주문접수,전화,현금,41812200
1003792,200694,2023-01-21,취소,전화,현금,146141650
1003793,200565,2023-04-21,배송완료,온라인,여신,132407200
1003794,200713,2023-06-24,배송완료,온라인,현금,59299380
1003795,200296,2024-04-27,배송중,온라인,여신,137773385
1003796,201305,2024-02-25,주문접수,매장,계좌이체,48231490
1003797,200881,2023-04-06,반품,온라인,여신,26401215
1003798,200066,2025-07-01,배송완료,매장,카드,111331390
1003799,200890,2025-06-24,배송완료,매장,카드,83454545
1003800,201196,2024-07-24,배송중,영업사원,카드,16780310
1003801,200746,2023-03-31,배송완료,전화,현금,70475075
1003802,201297,2023-03-31,배송완료,영업사원,계좌이체,104597115
1003803,200253,2024-05-17,취소,온라인,현금,22563600
1003804,201364,2024-03-25,배송완료,온라인,현금,111732735
1003805,201794,2023-11-20,배송중,영업사원,현금,60304310
1003806,201170,2023-07-15,배송완료,매장,계좌이체,70106010
1003807,200544,2025-06-15,배송완료,온라인,계좌이체,101356275
1003808,201725,2023-08-20,결제완료,온라인,카드,73211285
1003809,200827,2024-11-29,배송완료,전화,카드,49427360
1003810,200289,2025-01-31,배송완료,매장,계좌이체,12223600
1003811,201666,2025-12-12,취소,영업사원,카드,52973810
1003812,201244,2024-07-15,취소,매장,카드,65159985
1003813,200915,2023-07-28,배송완료,온라인,현금,2743200
1003814,201070,2025-10-25,취소,전화,현금,54874920
1003815,200869,2023-02-26,배송완료,전화,계좌이체,10115000
1003816,200223,2024-04-28,배송완료,매장,계좌이체,78973100
1003817,200163,2023-06-12,배송완료,매장,카드,69331765
1003818,201619,2023-12-23,배송완료,전화,현금,7396560
1003819,200501,2023-12-08,취소,영업사원,현금,26619900
1003820,200414,2023-06-07,배송완료,영업사원,계좌이체,59148300
1003821,200010,2023-01-13,배송중,영업사원,카드,4051800
1003822,201807,2025-05-06,배송중,온라인,여신,181060000
1003823,201108,2023-03-12,취소,영업사원,계좌이체,85499345
1003824,200152,2025-10-28,취소,매장,여신,93639970
1003825,201399,2025-10-06,배송완료,영업사원,현금,12390375
1003826,200480,2024-11-08,배송완료,온라인,여신,53118590
1003827,201210,2025-11-25,배송완료,매장,카드,47575310
1003828,201915,2023-02-21,취소,영업사원,여신,111509640
1003829,201289,2023-07-28,배송완료,매장,카드,58959980
1003830,201906,2025-08-31,배송완료,온라인,계좌이체,158168050
1003831,200544,2023-05-22,배송중,온라인,여신,47283555
1003832,201931,2024-01-27,배송완료,온라인,카드,18419400
1003833,201241,2023-08-10,배송완료,온라인,여신,84082220
1003834,200953,2023-06-25,배송완료,매장,현금,124317830
1003835,200660,2024-05-26,배송완료,온라인,카드,59306890
1003836,200391,2025-06-27,배송완료,온라인,현금,22112220
1003837,200131,2023-01-26,반품,전화,현금,125528770
1003838,201972,2025-01-16,배송완료,영업사원,현금,51576500
1003839,201738,2024-01-10,배송완료,영업사원,현금,50907420
1003840,200416,2025-10-11,배송중,전화,계좌이체,57323150
1003841,200911,2023-11-24,배송완료,온라인,카드,38134420
1003842,200280,2023-11-28,취소,온라인,현금,35024005
1003843,201358,2023-09-25,결제완료,매장,계좌이체,72339840
1003844,200288,2024-08-28,배송중,영업사원,여신,3015810
1003845,200064,2023-12-29,취소,영업사원,현금,157495485
1003846,201528,2025-03-08,배송완료,온라인,여신,37615030
1003847,201727,2023-12-26,배송완료,매장,여신,88282215
1003848,201945,2024-05-22,배송완료,전화,현금,69277470
1003849,201492,2024-01-05,배송완료,전화,여신,49297900
1003850,200160,2024-02-20,배송완료,온라인,현금,25336120
1003851,200882,2023-01-08,주문접수,온라인,여신,116505900
1003852,201279,2025-09-16,배송완료,온라인,카드,35339850
1003853,200736,2023-11-29,배송완료,온라인,계좌이체,10321465
1003854,200384,2023-03-14,배송완료,영업사원,카드,47204850
1003855,201638,2023-08-02,결제완료,영업사원,여신,29317700
1003856,201839,2023-08-13,배송중,매장,여신,108943410
1003857,201360,2025-01-14,배송중,매장,카드,41854500
1003858,201659,2023-10-10,배송완료,온라인,여신,44486200
1003859,201546,2023-11-11,배송완료,매장,현금,22466360
1003860,201974,2023-11-03,배송중,전화,카드,139360150
1003861,200664,2024-09-06,배송완료,온라인,계좌이체,860985
1003862,201509,2025-02-12,배송완료,영업사원,카드,114969675
1003863,201859,2025-01-21,배송완료,온라인,여신,119342530
1003864,201818,2024-03-14,배송완료,온라인,카드,70096850
1003865,201483,2023-10-04,배송완료,매장,여신,52729200
1003866,200877,2025-08-14,배송완료,영업사원,계좌이체,7346540
1003867,200057,2023-06-28,배송완료,전화,계좌이체,33633050
1003868,200579,2023-03-18,반품,영업사원,카드,66585450
1003869,201313,2024-10-07,배송완료,온라인,여신,6004485
1003870,200823,2025-03-16,취소,영업사원,계좌이체,9441450
1003871,201261,2024-09-13,배송완료,온라인,카드,98628240
1003872,201346,2024-06-17,주문접수,온라인,여신,26209800
1003873,201284,2024-11-24,주문접수,매장,계좌이체,22193175
1003874,200973,2024-10-22,배송완료,전화,여신,28065920
1003875,201934,2024-01-09,배송완료,영업사원,현금,46537500
1003876,201219,2024-06-14,결제완료,온라인,여신,30629670
1003877,200922,2024-09-17,배송완료,전화,카드,56595140
1003878,200930,2024-11-10,배송완료,영업사원,현금,56046880
1003879,200341,2024-07-18,결제완료,영업사원,현금,32378000
1003880,200596,2024-10-24,배송완료,온라인,계좌이체,15551200
1003881,201451,2023-10-10,배송완료,매장,현금,76508010
1003882,200470,2024-07-23,취소,온라인,현금,15643800
1003883,201071,2023-03-28,배송완료,온라인,계좌이체,58353840
1003884,201676,2025-02-20,배송완료,영업사원,카드,67732320
1003885,201390,2024-05-28,배송완료,전화,카드,75466370
1003886,201106,2023-04-18,배송완료,매장,여신,127062965
1003887,200065,2024-03-22,취소,전화,카드,106378260
1003888,200338,2025-05-18,배송완료,영업사원,카드,17309760
1003889,201726,2023-01-08,결제완료,영업사원,카드,35273240
1003890,201765,2024-11-17,배송완료,전화,카드,23934095
1003891,201830,2023-04-17,배송완료,온라인,카드,98537860
1003892,201450,2024-05-31,취소,전화,여신,82658160
1003893,200567,2023-07-12,주문접수,영업사원,계좌이체,63453740
1003894,200851,2025-05-16,배송완료,영업사원,현금,89423400
1003895,201683,2024-01-13,주문접수,전화,현금,17099350
1003896,201766,2024-01-30,취소,온라인,여신,22666410
1003897,200089,2025-04-21,배송완료,매장,여신,57929890
1003898,200191,2024-10-26,주문접수,영업사원,현금,2362300
1003899,201286,2023-10-31,배송완료,온라인,카드,80149125
1003900,201421,2025-10-13,배송완료,전화,여신,71157355
1003901,200853,2024-09-24,취소,전화,카드,89247790
1003902,200734,2025-02-09,배송완료,전화,카드,12965675
1003903,200113,2024-04-21,배송완료,매장,카드,47024675
1003904,201738,2023-11-29,배송완료,온라인,여신,157651710
1003905,201924,2024-08-24,배송완료,전화,현금,76588885
1003906,200237,2024-11-29,주문접수,매장,현금,91970400
1003907,201673,2025-10-05,반품,매장,현금,69130800
1003908,201716,2024-07-29,배송완료,매장,여신,70887310
1003909,201478,2024-02-24,배송완료,영업사원,현금,73160520
1003910,201922,2023-04-11,배송완료,영업사원,현금,22269620
1003911,200205,2024-07-19,배송완료,매장,계좌이체,77442720
1003912,200571,2023-05-29,배송완료,매장,카드,108575515
1003913,200214,2024-12-01,배송완료,전화,현금,95271640
1003914,200206,2024-04-21,배송완료,영업사원,계좌이체,57277710
1003915,200682,2024-08-27,배송완료,전화,계좌이체,51958000
1003916,200954,2025-09-29,배송완료,온라인,계좌이체,101759200
1003917,200131,2023-06-16,배송완료,전화,현금,14486430
1003918,200117,2024-05-16,배송완료,매장,계좌이체,39779500
1003919,201023,2023-06-01,취소,온라인,현금,15647635
1003920,201381,2025-11-26,배송완료,온라인,여신,85776090
1003921,200889,2023-04-28,주문접수,매장,여신,3288480
1003922,201111,2025-07-08,배송완료,전화,카드,46153065
1003923,200128,2023-05-04,배송완료,영업사원,현금,9284470
1003924,201195,2024-01-16,배송완료,영업사원,여신,57706090
1003925,201339,2024-07-27,반품,매장,여신,65171050
1003926,201554,2025-06-24,배송완료,영업사원,계좌이체,70788600
1003927,200799,2023-03-23,배송완료,전화,카드,89920560
1003928,201504,2025-12-20,배송중,영업사원,현금,20740590
1003929,200561,2024-12-16,결제완료,온라인,계좌이체,60594010
1003930,200215,2025-05-24,배송완료,매장,계좌이체,106748230
1003931,200193,2023-10-21,배송완료,전화,여신,29548480
1003932,200155,2023-01-20,배송완료,온라인,현금,40272615
1003933,201738,2024-03-03,배송중,전화,현금,87074220
1003934,201163,2024-09-28,배송완료,전화,카드,93079420
1003935,200958,2024-03-10,배송완료,매장,현금,98055455
1003936,200382,2024-03-06,취소,영업사원,여신,32560100
1003937,200300,2025-07-14,반품,온라인,카드,2720440
1003938,201748,2024-08-05,배송완료,전화,현금,36423880
1003939,201214,2024-04-03,취소,영업사원,여신,52248260
1003940,201421,2025-04-07,배송완료,매장,여신,1202320
1003941,201159,2025-04-09,취소,전화,여신,31651000
1003942,201519,2025-01-26,주문접수,영업사원,계좌이체,24438400
1003943,201961,2023-12-24,배송완료,매장,여신,137643955
1003944,200640,2024-09-24,배송완료,온라인,카드,123268730
1003945,201201,2024-01-31,배송완료,매장,카드,51736230
1003946,201283,2024-01-09,결제완료,영업사원,계좌이체,59943500
1003947,201982,2025-09-01,주문접수,영업사원,카드,17225400
1003948,201954,2024-02-12,반품,영업사원,계좌이체,59604720
1003949,200082,2024-02-08,결제완료,매장,계좌이체,136134560
1003950,200804,2023-10-09,결제완료,영업사원,카드,17514200
1003951,201409,2024-08-24,결제완료,매장,카드,69836670
1003952,201199,2023-09-07,취소,영업사원,계좌이체,75639675
1003953,201104,2025-02-12,배송완료,온라인,계좌이체,10386900
1003954,200925,2025-07-24,주문접수,매장,계좌이체,81901680
1003955,201827,2023-05-14,배송완료,온라인,현금,6711400
1003956,200853,2023-09-19,배송완료,온라인,카드,32680800
1003957,200481,2025-07-15,배송완료,전화,카드,66192020
1003958,200401,2023-04-18,배송완료,온라인,현금,38891100
1003959,201861,2025-09-06,배송중,매장,계좌이체,20622600
1003960,200852,2024-05-10,주문접수,매장,여신,7448760
1003961,200136,2025-04-18,결제완료,매장,현금,82581900
1003962,201324,2025-09-27,배송중,매장,현금,67453450
1003963,200825,2024-05-07,취소,매장,카드,16921000
1003964,200717,2024-03-05,반품,매장,계좌이체,53914950
1003965,200271,2024-03-24,배송완료,영업사원,여신,34770100
1003966,201059,2023-08-13,취소,영업사원,현금,17205790
1003967,201335,2025-06-03,배송완료,온라인,현금,25580800
1003968,201807,2023-09-05,배송완료,온라인,카드,14806180
1003969,201746,2024-06-23,취소,전화,현금,16693300
1003970,201946,2025-10-27,배송완료,온라인,계좌이체,68312600
1003971,201612,2024-07-07,배송완료,전화,여신,9855000
1003972,200682,2024-05-21,결제완료,영업사원,계좌이체,3371500
1003973,201647,2024-01-10,배송중,온라인,현금,38396880
1003974,200418,2024-09-02,반품,온라인,계좌이체,29404900
1003975,200248,2025-02-03,배송완료,영업사원,카드,7389310
1003976,200418,2023-01-27,결제완료,온라인,카드,90324380
1003977,201209,2023-01-10,배송완료,영업사원,여신,8791125
1003978,200548,2025-05-06,주문접수,전화,계좌이체,76933120
1003979,200751,2025-01-13,배송완료,영업사원,현금,149181320
1003980,200483,2023-11-09,배송완료,온라인,현금,57374210
1003981,201885,2025-12-27,배송중,영업사원,계좌이체,152207440
1003982,200040,2024-08-02,배송완료,온라인,카드,17007030
1003983,200139,2025-12-04,주문접수,영업사원,여신,107820640
1003984,201802,2024-04-24,배송중,온라인,현금,11312370
1003985,201320,2025-12-29,배송완료,매장,현금,147258100
1003986,200808,2025-11-22,취소,매장,여신,125374320
1003987,200082,2025-01-23,배송완료,온라인,여신,58277340
1003988,200560,2024-03-27,배송완료,영업사원,여신,50450040
1003989,200846,2025-07-14,결제완료,온라인,카드,35621275
1003990,200759,2024-03-28,배송중,매장,현금,74375265
1003991,201961,2024-07-24,배송완료,영업사원,여신,9389610
1003992,200533,2025-01-16,배송완료,매장,현금,13224500
1003993,200273,2025-06-09,결제완료,매장,카드,85388870
1003994,200075,2025-01-02,배송완료,영업사원,현금,36949680
1003995,200408,2024-02-22,배송완료,매장,계좌이체,53442600
1003996,200721,2023-12-27,배송완료,매장,카드,14938000
1003997,200199,2025-08-23,배송완료,매장,현금,59355990
1003998,201576,2024-06-17,배송완료,온라인,계좌이체,57320100
1003999,201553,2025-11-04,배송완료,영업사원,카드,11143440
1004000,200516,2023-07-09,배송중,매장,계좌이체,3177000
1004001,201516,2024-01-29,배송완료,매장,계좌이체,115324150
1004002,200498,2024-02-07,배송완료,전화,카드,153228915
1004003,200580,2025-11-25,배송완료,전화,계좌이체,84920025
1004004,201732,2024-01-10,배송완료,영업사원,현금,28355600
1004005,200949,2023-03-20,배송완료,전화,현금,69209350
1004006,200908,2025-05-14,배송완료,매장,카드,59164735
1004007,200408,2025-07-18,배송완료,온라인,카드,5376780
1004008,201511,2025-10-06,배송중,온라인,계좌이체,102491160
1004009,201949,2025-05-14,배송완료,온라인,카드,70504900
1004010,200511,2023-11-01,배송완료,영업사원,카드,13447680
1004011,201137,2025-04-09,배송완료,전화,카드,7248000
1004012,201416,2024-10-21,반품,매장,여신,75829970
1004013,201161,2025-11-07,반품,매장,현금,7221200
1004014,200020,2025-01-14,배송완료,매장,현금,72416060
1004015,200726,2025-04-11,배송완료,영업사원,현금,21726405
1004016,201748,2024-10-22,주문접수,온라인,여신,99866660
1004017,201785,2023-03-02,배송중,매장,여신,20612400
1004018,201752,2023-11-27,결제완료,전화,카드,172655980
1004019,201611,2025-10-05,배송완료,전화,현금,18507600
1004020,200026,2024-01-20,배송완료,전화,현금,66351665
1004021,200608,2023-02-17,배송완료,온라인,카드,64893205
1004022,200027,2025-08-12,배송완료,영업사원,여신,22245530
1004023,201620,2024-12-11,배송중,전화,계좌이체,4855850
1004024,200304,2024-07-24,배송완료,전화,현금,16270200
1004025,200100,2023-06-04,배송완료,전화,여신,41445465
1004026,200662,2023-10-24,배송완료,매장,카드,74461850
1004027,201156,2025-09-29,배송완료,영업사원,계좌이체,63100320
1004028,200027,2025-12-02,결제완료,전화,계좌이체,83924650
1004029,200357,2024-05-31,배송완료,영업사원,현금,93101320
1004030,200569,2025-07-13,주문접수,온라인,현금,6913530
1004031,200938,2024-01-27,배송완료,온라인,카드,39246545
1004032,200431,2023-02-12,반품,온라인,현금,96542735
1004033,201810,2023-01-23,배송완료,전화,계좌이체,15248510
1004034,201201,2025-04-15,배송완료,매장,계좌이체,91829580
1004035,200344,2023-07-24,배송완료,매장,카드,102936340
1004036,200703,2024-07-30,배송완료,전화,여신,71340810
1004037,200725,2024-10-02,배송완료,전화,현금,114575360
1004038,200509,2023-09-19,배송중,매장,여신,71346825
1004039,201630,2023-05-02,결제완료,온라인,카드,23759050
1004040,201658,2025-03-01,결제완료,매장,여신,90715940
1004041,201498,2024-08-28,배송완료,전화,계좌이체,28006205
1004042,200812,2023-07-03,배송완료,온라인,카드,53888070
1004043,201071,2023-04-20,배송중,전화,카드,81856950
1004044,201878,2023-03-11,배송완료,온라인,카드,61943700
1004045,200804,2023-09-15,배송완료,매장,카드,21682080
1004046,201373,2024-04-03,반품,영업사원,계좌이체,68113160
1004047,201209,2024-03-29,배송완료,전화,현금,492200
1004048,200557,2023-01-24,배송완료,영업사원,현금,112850800
1004049,200991,2024-08-18,배송중,매장,계좌이체,8815680
1004050,200292,2025-12-13,배송완료,온라인,현금,27665300
1004051,201556,2025-06-29,배송완료,영업사원,여신,5755500
1004052,201677,2024-05-11,배송완료,영업사원,계좌이체,103030820
1004053,201190,2024-06-24,반품,영업사원,계좌이체,121307500
1004054,200839,2024-03-29,취소,전화,현금,8558700
1004055,201343,2025-12-21,배송중,영업사원,여신,90508000
1004056,201608,2023-12-13,배송중,영업사원,카드,178527905
1004057,200048,2025-08-08,배송완료,전화,계좌이체,121152885
1004058,200095,2023-11-07,배송완료,매장,현금,86531260
1004059,200468,2024-08-29,결제완료,영업사원,카드,69297895
1004060,200373,2023-01-11,주문접수,전화,현금,37909900
1004061,201874,2023-03-04,배송완료,매장,여신,67198060
1004062,201370,2023-09-12,배송중,매장,계좌이체,115217815
1004063,201195,2024-11-26,결제완료,영업사원,계좌이체,21760650
1004064,201384,2025-02-28,배송완료,전화,카드,12771300
1004065,200396,2025-07-12,배송완료,영업사원,여신,70572500
1004066,201944,2025-09-23,배송완료,전화,현금,16286580
1004067,201089,2024-08-02,배송중,매장,카드,30127870
1004068,200344,2024-06-25,배송완료,전화,현금,66040660
1004069,200413,2024-05-13,배송완료,온라인,카드,73965350
1004070,200962,2025-06-27,배송완료,매장,여신,19114480
1004071,201620,2025-01-26,배송완료,매장,카드,191018400
1004072,201955,2025-12-22,배송완료,영업사원,현금,52087060
1004073,201400,2025-07-30,배송완료,영업사원,카드,1030200
1004074,200393,2024-07-15,배송완료,영업사원,카드,6316380
1004075,200073,2023-07-06,배송완료,매장,여신,42131125
1004076,201997,2023-02-14,배송완료,전화,카드,88007260
1004077,201232,2025-02-26,배송완료,매장,카드,88073850
1004078,201579,2024-02-10,배송중,전화,카드,111794955
1004079,201246,2024-12-11,배송완료,영업사원,여신,184893270
1004080,201816,2025-07-19,결제완료,전화,여신,134392100
1004081,200894,2024-12-15,배송완료,온라인,카드,85072855
1004082,200106,2024-11-06,취소,영업사원,현금,41797000
1004083,200254,2023-01-10,배송완료,전화,현금,51654600
